date,track,venue,state
2025-05-23,Cranbourne,Cranbourne,VIC
2025-05-23,Gatton,Gatton,QLD
2025-05-23,Geelong,Geelong,VIC
2025-05-23,Gold Coast,Gold Coast,QLD
2025-05-23,Port Augusta,Port Augusta,SA
2025-05-24,Chinchilla,Chinchilla,QLD
2025-05-24,Doomben,Doomben,QLD
2025-05-24,Gladstone,Gladstone,QLD
2025-05-24,Longreach,Longreach,QLD
2025-05-24,Mackay,Mackay,QLD
2025-05-24,Mareeba,Mareeba,QLD
2025-05-24,Mt Isa,Mt Isa,QLD
2025-05-24,Murray Bridge GH,Murray Bridge GH,SA
2025-05-24,Sandown-Hillside,Sandown,VIC
2025-05-24,Toowoomba,Toowoomba,QLD
2025-05-24,Wodonga,Wodonga,VIC
2025-05-25,Ballarat,Ballarat,VIC
2025-05-25,Mildura,Mildura,VIC
2025-05-25,Mt Gambier,Mt Gambier,SA
2025-05-25,Sunshine Coast,Sunshine Coast,QLD
2025-05-26,Beaudesert,Beaudesert,QLD
2025-05-26,Mornington,Mornington,VIC
2025-05-27,Seymour,Seymour,VIC
2025-05-27,Townsville,Townsville,QLD
2025-05-28,Doomben,Doomben,QLD
2025-05-28,Gawler,Gawler,SA
2025-05-28,Sale,Sale,VIC
2025-05-29,Cairns,Cairns,QLD
2025-05-29,Hamilton,Hamilton,VIC
2025-05-29,Pakenham,Pakenham,VIC
2025-05-30,Bendigo,Bendigo,VIC
2025-05-30,Cranbourne,Cranbourne,VIC
2025-05-30,Rockhampton,Rockhampton,QLD
2025-05-30,Sunshine Coast,Sunshine Coast,QLD
2025-05-31,Bowen,Bowen,QLD
2025-05-31,Caulfield,Caulfield,VIC
2025-05-31,Cloncurry,Cloncurry,QLD
2025-05-31,Eagle Farm,Eagle Farm,QLD
2025-05-31,Goondiwindi,Goondiwindi,QLD
2025-05-31,Hawker,Hawker,SA
2025-05-31,Ipswich,Ipswich,QLD
2025-05-31,Morphettville,Morphettville,SA
2025-05-31,Tambo,Tambo,QLD
2025-05-31,Toowoomba,Toowoomba,QLD
2025-05-31,Werribee,Werribee,VIC
2025-06-01,Moe,Moe,VIC
2025-06-01,Penola,Penola,SA
2025-06-01,Sandown-Lakeside,Sandown,VIC
2025-06-02,Pakenham Synthetic,Pakenham,VIC
2025-06-03,Dalby,Dalby,QLD
2025-06-03,Echuca,Echuca,VIC
2025-06-04,Balaklava,Balaklava,SA
2025-06-04,Doomben,Doomben,QLD
2025-06-04,Sandown-Lakeside,Sandown,VIC
2025-06-05,Geelong,Geelong,VIC
2025-06-05,Mackay,Mackay,QLD
2025-06-06,Ipswich,Ipswich,QLD
2025-06-06,Swan Hill,Swan Hill,VIC
2025-06-07,Barcaldine,Barcaldine,QLD
2025-06-07,Cunnamulla,Cunnamulla,QLD
2025-06-07,Eagle Farm,Eagle Farm,QLD
2025-06-07,Flemington,Flemington,VIC
2025-06-07,Gayndah,Gayndah,QLD
2025-06-07,Gold Coast,Gold Coast,QLD
2025-06-07,Moranbah,Moranbah,QLD
2025-06-07,Morphettville Parks,Morphettville,SA
2025-06-07,Mt Isa,Mt Isa,QLD
2025-06-07,Swan Hill,Swan Hill,VIC
2025-06-07,Toowoomba,Toowoomba,QLD
2025-06-07,Townsville,Townsville,QLD
2025-06-08,Casterton,Casterton,VIC
2025-06-08,Port Augusta,Port Augusta,SA
2025-06-08,Sunshine Coast,Sunshine Coast,QLD
2025-06-08,Swan Hill,Swan Hill,VIC
2025-06-09,Cairns,Cairns,QLD
2025-06-09,Gawler,Gawler,SA
2025-06-09,Mornington,Mornington,VIC
2025-06-10,Seymour,Seymour,VIC
2025-06-10,Thangool,Thangool,QLD
2025-06-11,Ballarat Synthetic,Ballarat,VIC
2025-06-11,Doomben,Doomben,QLD
2025-06-11,Mt Gambier,Mt Gambier,SA
2025-06-12,Sale,Sale,VIC
2025-06-12,Townsville,Townsville,QLD
2025-06-13,Ballarat Synthetic,Ballarat,VIC
2025-06-13,Gatton,Gatton,QLD
2025-06-14,Atherton,Atherton,QLD
2025-06-14,Bendigo,Bendigo,VIC
2025-06-14,Eagle Farm,Eagle Farm,QLD
2025-06-14,Gold Coast,Gold Coast,QLD
2025-06-14,Gympie,Gympie,QLD
2025-06-14,Injune,Injune,QLD
2025-06-14,Murray Bridge GH,Murray Bridge GH,SA
2025-06-14,Richmond,Richmond,QLD
2025-06-14,Rockhampton,Rockhampton,QLD
2025-06-14,Sandown-Hillside,Sandown,VIC
2025-06-14,Toowoomba,Toowoomba,QLD
2025-06-15,Sunshine Coast,Sunshine Coast,QLD
2025-06-15,Terang,Terang,VIC
2025-06-15,Wangaratta,Wangaratta,VIC
2025-06-16,Longreach,Longreach,QLD
2025-06-16,Pakenham Synthetic,Pakenham,VIC
2025-06-17,Ballarat Synthetic,Ballarat,VIC
2025-06-18,Balaklava,Balaklava,SA
2025-06-18,Doomben,Doomben,QLD
2025-06-18,Sandown-Hillside,Sandown,VIC
2025-06-19,Kilcoy,Kilcoy,QLD
2025-06-19,Moe,Moe,VIC
2025-06-20,Geelong,Geelong,VIC
2025-06-20,Rockhampton,Rockhampton,QLD
2025-06-21,Bundaberg,Bundaberg,QLD
2025-06-21,Clermont,Clermont,QLD
2025-06-21,Donald,Donald,VIC
2025-06-21,Flemington,Flemington,VIC
2025-06-21,Gold Coast,Gold Coast,QLD
2025-06-21,Innisfail,Innisfail,QLD
2025-06-21,Ipswich,Ipswich,QLD
2025-06-21,McKinlay,McKinlay,QLD
2025-06-21,Morphettville,Morphettville,SA
2025-06-21,Roma,Roma,QLD
2025-06-21,Warwick,Warwick,QLD
2025-06-22,Cranbourne,Cranbourne,VIC
2025-06-22,Echuca,Echuca,VIC
2025-06-22,Port Augusta,Port Augusta,SA
2025-06-22,Sunshine Coast,Sunshine Coast,QLD
2025-06-23,Pakenham Synthetic,Pakenham,VIC
2025-06-23,Toowoomba,Toowoomba,QLD
2025-06-24,Ballarat Synthetic,Ballarat,VIC
2025-06-24,Cairns,Cairns,QLD
2025-06-25,Doomben,Doomben,QLD
2025-06-25,Gawler,Gawler,SA
2025-06-25,Sale,Sale,VIC
2025-06-26,Bendigo,Bendigo,VIC
2025-06-26,Dalby,Dalby,QLD
2025-06-27,Ballarat Synthetic,Ballarat,VIC
2025-06-27,Bordertown,Bordertown,SA
2025-06-27,Mackay,Mackay,QLD
2025-06-27,Warracknabeal,Warracknabeal,VIC
2025-06-28,Alpha,Alpha,QLD
2025-06-28,Caulfield,Caulfield,VIC
2025-06-28,Eagle Farm,Eagle Farm,QLD
2025-06-28,Gatton,Gatton,QLD
2025-06-28,Gladstone,Gladstone,QLD
2025-06-28,Home Hill,Home Hill,QLD
2025-06-28,Laura,Laura,QLD
2025-06-28,Morphettville Parks,Morphettville,SA
2025-06-28,Mt Isa,Mt Isa,QLD
2025-06-28,Wodonga,Wodonga,VIC
2025-06-29,Ballarat,Ballarat,VIC
2025-06-29,Casterton,Casterton,VIC
2025-06-29,Townsville,Townsville,QLD
2025-06-30,Pakenham Synthetic,Pakenham,VIC
2025-07-01,Ballarat Synthetic,Ballarat,VIC
2025-07-02,Eagle Farm,Eagle Farm,QLD
2025-07-02,Murray Bridge GH,Murray Bridge GH,SA
2025-07-02,Sandown-Lakeside,Sandown,VIC
2025-07-03,Ipswich,Ipswich,QLD
2025-07-04,Ballarat Synthetic,Ballarat,VIC
2025-07-04,Rockhampton,Rockhampton,QLD
2025-07-04,Toowoomba,Toowoomba,QLD
2025-07-05,Charleville,Charleville,QLD
2025-07-05,Flemington,Flemington,VIC
2025-07-05,Gawler,Gawler,SA
2025-07-05,Gold Coast,Gold Coast,QLD
2025-07-05,Mareeba,Mareeba,QLD
2025-07-05,Rockhampton,Rockhampton,QLD
2025-07-05,Sunshine Coast,Sunshine Coast,QLD
2025-07-05,Wangaratta,Wangaratta,VIC
2025-07-05,Winton,Winton,QLD
2025-07-05,Wondai,Wondai,QLD
2025-07-06,Kilcoy,Kilcoy,QLD
2025-07-06,Port Augusta,Port Augusta,SA
2025-07-06,Sale,Sale,VIC
2025-07-06,Townsville,Townsville,QLD
2025-07-06,Warrnambool,Warrnambool,VIC
2025-07-07,Barcaldine,Barcaldine,QLD
2025-07-07,Pakenham Synthetic,Pakenham,VIC
2025-07-08,Ballarat Synthetic,Ballarat,VIC
2025-07-08,Beaudesert,Beaudesert,QLD
2025-07-09,Balaklava,Balaklava,SA
2025-07-09,Ipswich,Ipswich,QLD
2025-07-09,Sandown-Lakeside,Sandown,VIC
2025-07-10,Gatton,Gatton,QLD
2025-07-11,Geelong,Geelong,VIC
2025-07-11,Mackay,Mackay,QLD
2025-07-11,Moe,Moe,VIC
2025-07-11,Mt Gambier,Mt Gambier,SA
2025-07-12,Bluff,Bluff,QLD
2025-07-12,Caulfield,Caulfield,VIC
2025-07-12,Doomben,Doomben,QLD
2025-07-12,Esk,Esk,QLD
2025-07-12,Gold Coast,Gold Coast,QLD
2025-07-12,Ilfracombe,Ilfracombe,QLD
2025-07-12,Ingham,Ingham,QLD
2025-07-12,Murray Bridge GH,Murray Bridge GH,SA
2025-07-12,Roma,Roma,QLD
2025-07-12,Toowoomba,Toowoomba,QLD
2025-07-12,Warracknabeal,Warracknabeal,VIC
2025-07-13,Bendigo,Bendigo,VIC
2025-07-13,Kilmore,Kilmore,VIC
2025-07-13,Sunshine Coast,Sunshine Coast,QLD
2025-07-14,Mt Isa,Mt Isa,QLD
2025-07-14,Pakenham Synthetic,Pakenham,VIC
2025-07-15,Ballarat Synthetic,Ballarat,VIC
2025-07-15,Cairns,Cairns,QLD
2025-07-16,Doomben,Doomben,QLD
2025-07-16,Gawler,Gawler,SA
2025-07-16,Sandown-Hillside,Sandown,VIC
2025-07-17,Cranbourne,Cranbourne,VIC
2025-07-17,Ipswich,Ipswich,QLD
2025-07-18,Mildura,Mildura,VIC
2025-07-18,Rockhampton,Rockhampton,QLD
2025-07-19,Eagle Farm,Eagle Farm,QLD
2025-07-19,Flemington,Flemington,VIC
2025-07-19,Gold Coast,Gold Coast,QLD
2025-07-19,Goondiwindi,Goondiwindi,QLD
2025-07-19,Gympie,Gympie,QLD
2025-07-19,Hughenden,Hughenden,QLD
2025-07-19,Mildura,Mildura,VIC
2025-07-19,Morphettville Parks,Morphettville,SA
2025-07-19,Thangool,Thangool,QLD
2025-07-19,Toowoomba,Toowoomba,QLD
2025-07-19,Townsville,Townsville,QLD
2025-07-20,Hamilton,Hamilton,VIC
2025-07-20,Port Augusta,Port Augusta,SA
2025-07-20,Seymour,Seymour,VIC
2025-07-20,Sunshine Coast,Sunshine Coast,QLD
2025-07-21,Bairnsdale,Bairnsdale,VIC
2025-07-21,Blackall,Blackall,QLD
2025-07-22,Ballarat Synthetic,Ballarat,VIC
2025-07-23,Eagle Farm,Eagle Farm,QLD
2025-07-23,Murray Bridge GH,Murray Bridge GH,SA
2025-07-23,Sandown-Hillside,Sandown,VIC
2025-07-24,Cairns,Cairns,QLD
2025-07-24,Warrnambool,Warrnambool,VIC
2025-07-25,Echuca,Echuca,VIC
2025-07-25,Geelong,Geelong,VIC
2025-07-25,Sunshine Coast,Sunshine Coast,QLD
2025-07-26,Atherton,Atherton,QLD
2025-07-26,Bundaberg,Bundaberg,QLD
2025-07-26,Caulfield,Caulfield,VIC
2025-07-26,Doomben,Doomben,QLD
2025-07-26,Mackay,Mackay,QLD
2025-07-26,Middlemount,Middlemount,QLD
2025-07-26,Morphettville,Morphettville,SA
2025-07-26,Murtoa,Murtoa,VIC
2025-07-27,Ballarat Synthetic,Ballarat,VIC
2025-07-27,Casterton,Casterton,VIC
2025-07-28,Pakenham Synthetic,Pakenham,VIC
2025-07-28,Toowoomba,Toowoomba,QLD
2025-07-29,Rockhampton,Rockhampton,QLD
2025-07-29,Swan Hill,Swan Hill,VIC
2025-07-30,Balaklava,Balaklava,SA
2025-07-30,Doomben,Doomben,QLD
2025-07-30,Sandown-Hillside,Sandown,VIC
2025-07-31,Ipswich,Ipswich,QLD
2025-07-31,Sale,Sale,VIC
2025-08-01,Cranbourne,Cranbourne,VIC
2025-08-01,Gatton,Gatton,QLD
2025-08-02,Corfield,Corfield,QLD
2025-08-02,Eagle Farm,Eagle Farm,QLD
2025-08-02,Flemington,Flemington,VIC
2025-08-02,Gold Coast,Gold Coast,QLD
2025-08-02,Hamilton,Hamilton,VIC
2025-08-02,Longreach,Longreach,QLD
2025-08-02,Murray Bridge GH,Murray Bridge GH,SA
2025-08-02,Roma,Roma,QLD
2025-08-02,Roxby Downs,Roxby Downs,SA
2025-08-02,Toowoomba,Toowoomba,QLD
2025-08-02,Townsville,Townsville,QLD
2025-08-02,Yeppoon,Yeppoon,QLD
2025-08-03,Gawler,Gawler,SA
2025-08-03,Sandown-Lakeside,Sandown,VIC
2025-08-03,Sunshine Coast,Sunshine Coast,QLD
2025-08-04,Ballarat Synthetic,Ballarat,VIC
2025-08-05,Rockhampton,Rockhampton,QLD
2025-08-05,Wodonga,Wodonga,VIC
2025-08-06,Doomben,Doomben,QLD
2025-08-06,Morphettville Parks,Morphettville,SA
2025-08-06,Sandown-Lakeside,Sandown,VIC
2025-08-06,Warwick,Warwick,QLD
2025-08-07,Ballarat Synthetic,Ballarat,VIC
2025-08-07,Mt Isa,Mt Isa,QLD
2025-08-08,Geelong,Geelong,VIC
2025-08-08,Ipswich,Ipswich,QLD
2025-08-08,Mt Gambier,Mt Gambier,SA
2025-08-09,Eagle Farm,Eagle Farm,QLD
2025-08-09,Gold Coast Poly,Gold Coast,QLD
2025-08-09,Mildura,Mildura,VIC
2025-08-09,Moonee Valley,Moonee Valley,VIC
2025-08-09,Morphettville,Morphettville,SA
2025-08-09,Muttaburra,Muttaburra,QLD
2025-08-09,Nanango,Nanango,QLD
2025-08-09,Toowoomba,Toowoomba,QLD
2025-08-09,Townsville,Townsville,QLD
2025-08-10,Coleraine,Coleraine,VIC
2025-08-10,Echuca,Echuca,VIC
2025-08-10,Sunshine Coast,Sunshine Coast,QLD
2025-08-11,Ballarat Synthetic,Ballarat,VIC
2025-08-12,Bairnsdale,Bairnsdale,VIC
2025-08-12,Mackay,Mackay,QLD
2025-08-13,Eagle Farm,Eagle Farm,QLD
2025-08-13,Murray Bridge GH,Murray Bridge GH,SA
2025-08-13,Sandown-Lakeside,Sandown,VIC
2025-08-14,Bendigo,Bendigo,VIC
2025-08-14,Ipswich,Ipswich,QLD
2025-08-15,Seymour,Seymour,VIC
2025-08-15,Sunshine Coast,Sunshine Coast,QLD
2025-08-16,Beaudesert,Beaudesert,QLD
2025-08-16,Bowen,Bowen,QLD
2025-08-16,Cairns,Cairns,QLD
2025-08-16,Caulfield,Caulfield,VIC
2025-08-16,Doomben,Doomben,QLD
2025-08-16,Gladstone,Gladstone,QLD
2025-08-16,Longreach,Longreach,QLD
2025-08-16,Morphettville Parks,Morphettville,SA
2025-08-16,Quorn,Quorn,SA
2025-08-16,Richmond,Richmond,QLD
2025-08-16,Roma,Roma,QLD
2025-08-16,Toowoomba,Toowoomba,QLD
2025-08-16,Warracknabeal,Warracknabeal,VIC
2025-08-17,Ballarat,Ballarat,VIC
2025-08-17,Sale,Sale,VIC
2025-08-17,Sunshine Coast,Sunshine Coast,QLD
2025-08-18,Pakenham Synthetic,Pakenham,VIC
2025-08-19,Ballarat Synthetic,Ballarat,VIC
2025-08-19,Dalby,Dalby,QLD
2025-08-20,Ipswich,Ipswich,QLD
2025-08-20,Sandown-Lakeside,Sandown,VIC
2025-08-20,Strathalbyn,Strathalbyn,SA
2025-08-21,Rockhampton,Rockhampton,QLD
2025-08-21,Warrnambool,Warrnambool,VIC
2025-08-22,Cairns,Cairns,QLD
2025-08-22,Geelong,Geelong,VIC
2025-08-23,Aramac,Aramac,QLD
2025-08-23,Cairns,Cairns,QLD
2025-08-23,Charleville,Charleville,QLD
2025-08-23,Dingo,Dingo,QLD
2025-08-23,Eagle Farm,Eagle Farm,QLD
2025-08-23,Gold Coast Poly,Gold Coast,QLD
2025-08-23,Gympie,Gympie,QLD
2025-08-23,Moonee Valley,Moonee Valley,VIC
2025-08-23,Morphettville Parks,Morphettville,SA
2025-08-23,Mt Isa,Mt Isa,QLD
2025-08-23,Toowoomba,Toowoomba,QLD
2025-08-23,Wangaratta,Wangaratta,VIC
2025-08-24,Kilcoy,Kilcoy,QLD
2025-08-24,Moe,Moe,VIC
2025-08-24,Port Augusta,Port Augusta,SA
2025-08-24,Swan Hill,Swan Hill,VIC
2025-08-25,Pakenham Synthetic,Pakenham,VIC
2025-08-26,Ballarat Synthetic,Ballarat,VIC
2025-08-26,Home Hill,Home Hill,QLD
2025-08-27,Doomben,Doomben,QLD
2025-08-27,Gawler,Gawler,SA
2025-08-27,Sandown-Hillside,Sandown,VIC
2025-08-28,Bendigo,Bendigo,VIC
2025-08-28,Rockhampton,Rockhampton,QLD
2025-08-29,Ipswich,Ipswich,QLD
2025-08-29,Pakenham Synthetic,Pakenham,VIC
2025-08-30,Betoota,Betoota,QLD
2025-08-30,Caulfield,Caulfield,VIC
2025-08-30,Eagle Farm,Eagle Farm,QLD
2025-08-30,Gold Coast,Gold Coast,QLD
2025-08-30,Innisfail,Innisfail,QLD
2025-08-30,Julia Creek,Julia Creek,QLD
2025-08-30,Morphettville,Morphettville,SA
2025-08-30,Springsure,Springsure,QLD
2025-08-30,Toowoomba,Toowoomba,QLD
2025-08-30,Warra,Warra,QLD
2025-08-30,Warracknabeal,Warracknabeal,VIC
2025-08-31,Casterton,Casterton,VIC
2025-08-31,Naracoorte,Naracoorte,SA
2025-08-31,Seymour,Seymour,VIC
2025-08-31,Warwick,Warwick,QLD
2025-09-01,Ballarat Synthetic,Ballarat,VIC
2025-09-02,Benalla,Benalla,VIC
2025-09-02,Townsville,Townsville,QLD
2025-09-03,Ipswich,Ipswich,QLD
2025-09-03,Morphettville,Morphettville,SA
2025-09-03,Sandown-Hillside,Sandown,VIC
2025-09-04,Mackay,Mackay,QLD
2025-09-04,Moe,Moe,VIC
2025-09-05,Birdsville,Birdsville,QLD
2025-09-05,Mornington,Mornington,VIC
2025-09-05,Sunshine Coast,Sunshine Coast,QLD
2025-09-06,Birdsville,Birdsville,QLD
2025-09-06,Bundaberg,Bundaberg,QLD
2025-09-06,Doomben,Doomben,QLD
2025-09-06,Emerald,Emerald,QLD
2025-09-06,Gold Coast,Gold Coast,QLD
2025-09-06,Goondiwindi,Goondiwindi,QLD
2025-09-06,Mareeba,Mareeba,QLD
2025-09-06,Mildura,Mildura,VIC
2025-09-06,Moonee Valley,Moonee Valley,VIC
2025-09-06,Morphettville Parks,Morphettville,SA
2025-09-06,Prairie,Prairie,QLD
2025-09-06,Toowoomba,Toowoomba,QLD
2025-09-07,Bairnsdale,Bairnsdale,VIC
2025-09-07,Bendigo,Bendigo,VIC
2025-09-07,Kilcoy,Kilcoy,QLD
2025-09-08,Tatura,Tatura,VIC
2025-09-09,Townsville,Townsville,QLD
2025-09-09,Warrnambool,Warrnambool,VIC
2025-09-10,Balaklava,Balaklava,SA
2025-09-10,Ipswich,Ipswich,QLD
2025-09-10,Sandown-Hillside,Sandown,VIC
2025-09-11,Seymour,Seymour,VIC
2025-09-11,Warwick,Warwick,QLD
2025-09-12,Bordertown,Bordertown,SA
2025-09-12,Geelong,Geelong,VIC
2025-09-12,Mackay,Mackay,QLD
2025-09-13,Bedourie,Bedourie,QLD
2025-09-13,Cloncurry,Cloncurry,QLD
2025-09-13,Donald,Donald,VIC
2025-09-13,Doomben,Doomben,QLD
2025-09-13,Einasleigh,Einasleigh,QLD
2025-09-13,Flemington,Flemington,VIC
2025-09-13,Gold Coast Poly,Gold Coast,QLD
2025-09-13,Morphettville,Morphettville,SA
2025-09-13,Nanango,Nanango,QLD
2025-09-13,Surat,Surat,QLD
2025-09-13,Thangool,Thangool,QLD
2025-09-13,Toowoomba,Toowoomba,QLD
2025-09-14,Kilmore,Kilmore,VIC
2025-09-14,Sale,Sale,VIC
2025-09-14,Sunshine Coast,Sunshine Coast,QLD
2025-09-15,Hamilton,Hamilton,VIC
2025-09-16,Bowen,Bowen,QLD
2025-09-16,Wodonga,Wodonga,VIC
2025-09-17,Bendigo,Bendigo,VIC
2025-09-17,Doomben,Doomben,QLD
2025-09-17,Murray Bridge GH,Murray Bridge GH,SA
2025-09-18,Beaudesert,Beaudesert,QLD
2025-09-18,Mornington,Mornington,VIC
2025-09-19,Ballarat,Ballarat,VIC
2025-09-19,Townsville,Townsville,QLD
2025-09-20,Caulfield,Caulfield,VIC
2025-09-20,Dalby,Dalby,QLD
2025-09-20,Eagle Farm,Eagle Farm,QLD
2025-09-20,Echuca,Echuca,VIC
2025-09-20,Gladstone,Gladstone,QLD
2025-09-20,Gold Coast,Gold Coast,QLD
2025-09-20,Gympie,Gympie,QLD
2025-09-20,Morphettville Parks,Morphettville,SA
2025-09-20,Winton,Winton,QLD
2025-09-21,Flemington,Flemington,VIC
2025-09-21,Morven,Morven,QLD
2025-09-21,Mt Gambier,Mt Gambier,SA
2025-09-21,Sunshine Coast,Sunshine Coast,QLD
2025-09-22,Warrnambool,Warrnambool,VIC
2025-09-23,Emerald,Emerald,QLD
2025-09-23,Moe,Moe,VIC
2025-09-24,Balaklava,Balaklava,SA
2025-09-24,Eagle Farm,Eagle Farm,QLD
2025-09-24,Sandown-Hillside,Sandown,VIC
2025-09-25,Gatton,Gatton,QLD
2025-09-25,Geelong,Geelong,VIC
2025-09-26,Benalla,Benalla,VIC
2025-09-26,Coleraine,Coleraine,VIC
2025-09-26,Ewan,Ewan,QLD
2025-09-26,Moonee Valley,Moonee Valley,VIC
2025-09-26,Sunshine Coast,Sunshine Coast,QLD
2025-09-26,Twin Hills,Twin Hills,QLD
2025-09-27,Atherton,Atherton,QLD
2025-09-27,Ewan,Ewan,QLD
2025-09-27,Gold Coast Poly,Gold Coast,QLD
2025-09-27,Longreach,Longreach,QLD
2025-09-27,Mackay,Mackay,QLD
2025-09-27,Morphettville Parks,Morphettville,SA
2025-09-27,Mt Isa,Mt Isa,QLD
2025-09-27,Sandown-Hillside,Sandown,VIC
2025-09-27,St George,St George,QLD
2025-09-27,Taroom,Taroom,QLD
2025-09-27,Toowoomba,Toowoomba,QLD
2025-09-27,Twin Hills,Twin Hills,QLD
2025-09-28,Mornington,Mornington,VIC
2025-09-28,Strathalbyn,Strathalbyn,SA
2025-09-28,Sunshine Coast,Sunshine Coast,QLD
2025-09-28,Swan Hill,Swan Hill,VIC
2025-09-29,Kilmore,Kilmore,VIC
2025-09-30,Cairns,Cairns,QLD
2025-09-30,Tatura,Tatura,VIC
2025-10-01,Balaklava,Balaklava,SA
2025-10-01,Eagle Farm,Eagle Farm,QLD
2025-10-01,Sandown-Hillside,Sandown,VIC
2025-10-02,Dalby,Dalby,QLD
2025-10-02,Geelong,Geelong,VIC
2025-10-03,Moonee Valley,Moonee Valley,VIC
2025-10-03,Rockhampton,Rockhampton,QLD
2025-10-03,Sunshine Coast,Sunshine Coast,QLD
2025-10-03,Warrnambool,Warrnambool,VIC
2025-10-04,Doomben,Doomben,QLD
2025-10-04,Eidsvold,Eidsvold,QLD
2025-10-04,Flemington,Flemington,VIC
2025-10-04,Gold Coast,Gold Coast,QLD
2025-10-04,Gordonvale,Gordonvale,QLD
2025-10-04,Gunbower,Gunbower,VIC
2025-10-04,Jamestown,Jamestown,SA
2025-10-04,Jundah,Jundah,QLD
2025-10-04,Morphettville,Morphettville,SA
2025-10-04,Murtoa,Murtoa,VIC
2025-10-04,Richmond,Richmond,QLD
2025-10-04,Tara,Tara,QLD
2025-10-05,Bendigo,Bendigo,VIC
2025-10-05,Charleville,Charleville,QLD
2025-10-05,Townsville,Townsville,QLD
2025-10-06,Ballarat,Ballarat,VIC
2025-10-06,Gawler,Gawler,SA
2025-10-06,Toowoomba,Toowoomba,QLD
2025-10-07,Kilcoy,Kilcoy,QLD
2025-10-07,Mildura,Mildura,VIC
2025-10-08,Doomben,Doomben,QLD
2025-10-08,Gold Coast Poly,Gold Coast,QLD
2025-10-08,Mt Gambier,Mt Gambier,SA
2025-10-08,Sale,Sale,VIC
2025-10-09,Kyneton,Kyneton,VIC
2025-10-09,Rockhampton,Rockhampton,QLD
2025-10-10,Cloncurry,Cloncurry,QLD
2025-10-10,Cranbourne,Cranbourne,VIC
2025-10-10,Morphettville Parks,Morphettville,SA
2025-10-10,Sunshine Coast,Sunshine Coast,QLD
2025-10-11,Bowen,Bowen,QLD
2025-10-11,Caulfield,Caulfield,VIC
2025-10-11,Cunnamulla,Cunnamulla,QLD
2025-10-11,Eagle Farm,Eagle Farm,QLD
2025-10-11,Emerald,Emerald,QLD
2025-10-11,Gayndah,Gayndah,QLD
2025-10-11,Gold Coast,Gold Coast,QLD
2025-10-11,Hamilton,Hamilton,VIC
2025-10-11,Manangatang,Manangatang,VIC
2025-10-11,Murray Bridge GH,Murray Bridge GH,SA
2025-10-11,Warwick,Warwick,QLD
2025-10-12,Bairnsdale,Bairnsdale,VIC
2025-10-12,Cairns,Cairns,QLD
2025-10-12,Seymour,Seymour,VIC
2025-10-13,Kilmore,Kilmore,VIC
2025-10-14,Ballarat,Ballarat,VIC
2025-10-15,Balaklava,Balaklava,SA
2025-10-15,Caulfield,Caulfield,VIC
2025-10-15,Doomben,Doomben,QLD
2025-10-15,Mackay,Mackay,QLD
2025-10-16,Gatton,Gatton,QLD
2025-10-16,Warrnambool,Warrnambool,VIC
2025-10-17,Ipswich,Ipswich,QLD
2025-10-17,Pakenham,Pakenham,VIC
2025-10-17,Penola,Penola,SA
2025-10-18,Avoca,Avoca,VIC
2025-10-18,Bendigo,Bendigo,VIC
2025-10-18,Blackall,Blackall,QLD
2025-10-18,Caulfield,Caulfield,VIC
2025-10-18,Eagle Farm,Eagle Farm,QLD
2025-10-18,Gold Coast,Gold Coast,QLD
2025-10-18,Innisfail,Innisfail,QLD
2025-10-18,Mitchell,Mitchell,QLD
2025-10-18,Morphettville,Morphettville,SA
2025-10-18,Rockhampton,Rockhampton,QLD
2025-10-18,Stanthorpe,Stanthorpe,QLD
2025-10-18,Toowoomba,Toowoomba,QLD
2025-10-18,Wodonga,Wodonga,VIC
2025-10-18,Wondai,Wondai,QLD
2025-10-18,Yea,Yea,VIC
2025-10-19,Ewan,Ewan,QLD
2025-10-19,Halidon,Halidon,SA
2025-10-19,Horsham,Horsham,VIC
2025-10-19,Moe,Moe,VIC
2025-10-19,Sunshine Coast,Sunshine Coast,QLD
2025-10-20,Echuca,Echuca,VIC
2025-10-20,Mt Isa,Mt Isa,QLD
2025-10-21,Kyneton,Kyneton,VIC
2025-10-21,Townsville,Townsville,QLD
2025-10-22,Eagle Farm,Eagle Farm,QLD
2025-10-22,Geelong,Geelong,VIC
2025-10-22,Strathalbyn,Strathalbyn,SA
2025-10-23,Geelong,Geelong,VIC
2025-10-23,Mornington,Mornington,VIC
2025-10-24,Ballarat,Ballarat,VIC
2025-10-24,Gawler,Gawler,SA
2025-10-24,Mackay,Mackay,QLD
2025-10-24,Moonee Valley,Moonee Valley,VIC
2025-10-24,Sunshine Coast,Sunshine Coast,QLD
2025-10-25,Alexandra,Alexandra,VIC
2025-10-25,Charleville,Charleville,QLD
2025-10-25,Clifton,Clifton,QLD
2025-10-25,Doomben,Doomben,QLD
2025-10-25,Gladstone,Gladstone,QLD
2025-10-25,Gold Coast Poly,Gold Coast,QLD
2025-10-25,Gympie,Gympie,QLD
2025-10-25,Isisford,Isisford,QLD
2025-10-25,Moonee Valley,Moonee Valley,VIC
2025-10-25,Morphettville,Morphettville,SA
2025-10-25,Richmond,Richmond,QLD
2025-10-25,St Arnaud,St Arnaud,VIC
2025-10-25,Toowoomba,Toowoomba,QLD
2025-10-25,Townsville,Townsville,QLD
