date,track,venue,state
2021-08-01,Donald,Donald,VIC
2021-08-01,Sandown-Lakeside,Sandown,VIC
2021-08-01,Sunshine Coast,Sunshine Coast,QLD
2021-08-02,Echuca,Echuca,VIC
2021-08-02,Warwick,Warwick,QLD
2021-08-03,Pakenham Synthetic,Pakenham,VIC
2021-08-04,Eagle Farm,Eagle Farm,QLD
2021-08-04,Moe,Moe,VIC
2021-08-05,Coleraine,Coleraine,VIC
2021-08-06,Ballarat Synthetic,Ballarat,VIC
2021-08-06,Port Augusta,Port Augusta,SA
2021-08-06,Townsville,Townsville,QLD
2021-08-07,Bairnsdale,Bairnsdale,VIC
2021-08-07,Doomben,Doomben,QLD
2021-08-07,Gold Coast,Gold Coast,QLD
2021-08-07,Murray Bridge GH,Murray Bridge GH,SA
2021-08-07,Richmond,Richmond,QLD
2021-08-07,Townsville,Townsville,QLD
2021-08-08,Bendigo,Bendigo,VIC
2021-08-08,Sunshine Coast,Sunshine Coast,QLD
2021-08-09,Mildura,Mildura,VIC
2021-08-10,Ballarat Synthetic,Ballarat,VIC
2021-08-11,Balaklava,Balaklava,SA
2021-08-11,Doomben,Doomben,QLD
2021-08-11,Sandown-Hillside,Sandown,VIC
2021-08-12,Mt Isa,Mt Isa,QLD
2021-08-12,Sale,Sale,VIC
2021-08-13,Geelong,Geelong,VIC
2021-08-13,Ipswich,Ipswich,QLD
2021-08-14,Eagle Farm,Eagle Farm,QLD
2021-08-14,Gold Coast,Gold Coast,QLD
2021-08-14,Morphettville,Morphettville,SA
2021-08-14,Toowoomba,Toowoomba,QLD
2021-08-14,Wodonga,Wodonga,VIC
2021-08-15,Cranbourne,Cranbourne,VIC
2021-08-17,Pakenham Synthetic,Pakenham,VIC
2021-08-18,Doomben,Doomben,QLD
2021-08-18,Gawler,Gawler,SA
2021-08-18,Sandown-Hillside,Sandown,VIC
2021-08-19,Rockhampton,Rockhampton,QLD
2021-08-19,Warrnambool,Warrnambool,VIC
2021-08-20,Bendigo,Bendigo,VIC
2021-08-21,Cairns,Cairns,QLD
2021-08-21,Gympie,Gympie,QLD
2021-08-21,Moonee Valley,Moonee Valley,VIC
2021-08-21,Morphettville,Morphettville,SA
2021-08-21,Toowoomba,Toowoomba,QLD
2021-08-22,Naracoorte,Naracoorte,SA
2021-08-22,Sale,Sale,VIC
2021-08-22,Sunshine Coast,Sunshine Coast,QLD
2021-08-23,Pakenham Synthetic,Pakenham,VIC
2021-08-25,Ipswich,Ipswich,QLD
2021-08-25,Murray Bridge GH,Murray Bridge GH,SA
2021-08-25,Sandown-Lakeside,Sandown,VIC
2021-08-26,Echuca,Echuca,VIC
2021-08-26,Mackay,Mackay,QLD
2021-08-27,Gold Coast,Gold Coast,QLD
2021-08-27,Pakenham Synthetic,Pakenham,VIC
2021-08-28,Cairns,Cairns,QLD
2021-08-28,Caulfield,Caulfield,VIC
2021-08-28,Doomben,Doomben,QLD
2021-08-28,Morphettville Parks,Morphettville,SA
2021-08-28,Toowoomba,Toowoomba,QLD
2021-08-29,Port Augusta,Port Augusta,SA
2021-08-29,Sunshine Coast,Sunshine Coast,QLD
2021-08-30,Benalla,Benalla,VIC
2021-09-01,Doomben,Doomben,QLD
2021-09-01,Gawler,Gawler,SA
2021-09-01,Sandown-Lakeside,Sandown,VIC
2021-09-02,Cranbourne,Cranbourne,VIC
2021-09-03,Bendigo,Bendigo,VIC
2021-09-04,Bundaberg,Bundaberg,QLD
2021-09-04,Gold Coast,Gold Coast,QLD
2021-09-04,Mildura,Mildura,VIC
2021-09-04,Moonee Valley,Moonee Valley,VIC
2021-09-04,Morphettville Parks,Morphettville,SA
2021-09-04,Toowoomba,Toowoomba,QLD
2021-09-05,Casterton,Casterton,VIC
2021-09-05,Geelong,Geelong,VIC
2021-09-05,Murray Bridge GH,Murray Bridge GH,SA
2021-09-06,Emerald,Emerald,QLD
2021-09-06,Wangaratta,Wangaratta,VIC
2021-09-07,Pakenham Synthetic,Pakenham,VIC
2021-09-08,Eagle Farm,Eagle Farm,QLD
2021-09-08,Penola,Penola,SA
2021-09-08,Sandown-Hillside,Sandown,VIC
2021-09-09,Mornington,Mornington,VIC
2021-09-09,Townsville,Townsville,QLD
2021-09-10,Cairns,Cairns,QLD
2021-09-10,Swan Hill,Swan Hill,VIC
2021-09-11,Doomben,Doomben,QLD
2021-09-11,Echuca,Echuca,VIC
2021-09-11,Flemington,Flemington,VIC
2021-09-11,Gold Coast,Gold Coast,QLD
2021-09-11,Goondiwindi,Goondiwindi,QLD
2021-09-11,Morphettville,Morphettville,SA
2021-09-11,Thangool,Thangool,QLD
2021-09-11,Toowoomba,Toowoomba,QLD
2021-09-12,Cranbourne,Cranbourne,VIC
2021-09-12,Donald,Donald,VIC
2021-09-12,Sunshine Coast,Sunshine Coast,QLD
2021-09-13,Moe,Moe,VIC
2021-09-14,Wangaratta,Wangaratta,VIC
2021-09-15,Balaklava,Balaklava,SA
2021-09-15,Ipswich,Ipswich,QLD
2021-09-16,Sale,Sale,VIC
2021-09-17,Eagle Farm,Eagle Farm,QLD
2021-09-17,Geelong,Geelong,VIC
2021-09-18,Caulfield,Caulfield,VIC
2021-09-18,Dalby,Dalby,QLD
2021-09-18,Gold Coast,Gold Coast,QLD
2021-09-18,Gympie,Gympie,QLD
2021-09-18,Morphettville,Morphettville,SA
2021-09-18,Tatura,Tatura,VIC
2021-09-19,Ballarat,Ballarat,VIC
2021-09-19,Halidon,Halidon,SA
2021-09-19,Sunshine Coast,Sunshine Coast,QLD
2021-09-20,Horsham,Horsham,VIC
2021-09-21,Kyneton,Kyneton,VIC
2021-09-22,Doomben,Doomben,QLD
2021-09-22,Flemington,Flemington,VIC
2021-09-23,Cranbourne,Cranbourne,VIC
2021-09-23,Ipswich,Ipswich,QLD
2021-09-24,Coleraine,Coleraine,VIC
2021-09-24,Moonee Valley,Moonee Valley,VIC
2021-09-24,Sunshine Coast,Sunshine Coast,QLD
2021-09-25,Gold Coast,Gold Coast,QLD
2021-09-25,Morphettville Parks,Morphettville,SA
2021-09-25,Toowoomba,Toowoomba,QLD
2021-09-25,Twin Hills,Twin Hills,QLD
2021-09-26,Benalla,Benalla,VIC
2021-09-26,Doomben,Doomben,QLD
2021-09-26,Naracoorte,Naracoorte,SA
2021-09-27,Swan Hill,Swan Hill,VIC
2021-09-28,Kilmore,Kilmore,VIC
2021-09-29,Balaklava,Balaklava,SA
2021-09-29,Geelong,Geelong,VIC
2021-09-29,Ipswich,Ipswich,QLD
2021-09-30,Moe,Moe,VIC
2021-10-01,Echuca,Echuca,VIC
2021-10-01,Moonee Valley,Moonee Valley,VIC
2021-10-01,Townsville,Townsville,QLD
2021-10-02,Doomben,Doomben,QLD
2021-10-02,Eidsvold,Eidsvold,QLD
2021-10-02,Flemington,Flemington,VIC
2021-10-02,Gold Coast,Gold Coast,QLD
2021-10-02,Gordonvale,Gordonvale,QLD
2021-10-02,Jamestown,Jamestown,SA
2021-10-02,Mackay,Mackay,QLD
2021-10-02,Morphettville Parks,Morphettville,SA
2021-10-02,Toowoomba,Toowoomba,QLD
2021-10-03,Bairnsdale,Bairnsdale,VIC
2021-10-03,Bendigo,Bendigo,VIC
2021-10-03,Sunshine Coast,Sunshine Coast,QLD
2021-10-04,Gawler,Gawler,SA
2021-10-05,Mildura,Mildura,VIC
2021-10-05,Rockhampton,Rockhampton,QLD
2021-10-06,Doomben,Doomben,QLD
2021-10-06,Sale,Sale,VIC
2021-10-07,Ipswich,Ipswich,QLD
2021-10-07,Mornington,Mornington,VIC
2021-10-08,Benalla,Benalla,VIC
2021-10-08,Cranbourne,Cranbourne,VIC
2021-10-08,Sunshine Coast,Sunshine Coast,QLD
2021-10-09,Caulfield,Caulfield,VIC
2021-10-09,Eagle Farm,Eagle Farm,QLD
2021-10-09,Gold Coast,Gold Coast,QLD
2021-10-09,Hamilton,Hamilton,VIC
2021-10-09,Morphettville,Morphettville,SA
2021-10-09,Warwick,Warwick,QLD
2021-10-10,Ballarat,Ballarat,VIC
2021-10-10,Donald,Donald,VIC
2021-10-10,Penola,Penola,SA
2021-10-10,Sunshine Coast,Sunshine Coast,QLD
2021-10-11,Echuca,Echuca,VIC
2021-10-12,Kyneton,Kyneton,VIC
2021-10-13,Caulfield,Caulfield,VIC
2021-10-13,Doomben,Doomben,QLD
2021-10-13,Port Lincoln,Port Lincoln,SA
2021-10-14,Townsville,Townsville,QLD
2021-10-14,Warrnambool,Warrnambool,VIC
2021-10-15,Ipswich,Ipswich,QLD
2021-10-15,Murray Bridge GH,Murray Bridge GH,SA
2021-10-15,Pakenham,Pakenham,VIC
2021-10-16,Avoca,Avoca,VIC
2021-10-16,Bendigo,Bendigo,VIC
2021-10-16,Caulfield,Caulfield,VIC
2021-10-16,Gold Coast,Gold Coast,QLD
2021-10-16,Morphettville,Morphettville,SA
2021-10-16,Wondai,Wondai,QLD
2021-10-17,Horsham,Horsham,VIC
2021-10-17,Sunshine Coast,Sunshine Coast,QLD
2021-10-17,Wodonga,Wodonga,VIC
2021-10-18,Mornington,Mornington,VIC
2021-10-19,Hamilton,Hamilton,VIC
2021-10-20,Geelong,Geelong,VIC
2021-10-20,Ipswich,Ipswich,QLD
2021-10-20,Naracoorte,Naracoorte,SA
2021-10-21,Ballarat,Ballarat,VIC
2021-10-22,Echuca,Echuca,VIC
2021-10-22,Gawler,Gawler,SA
2021-10-22,Mackay,Mackay,QLD
2021-10-22,Moonee Valley,Moonee Valley,VIC
2021-10-22,Sunshine Coast,Sunshine Coast,QLD
2021-10-23,Clifton,Clifton,QLD
2021-10-23,Doomben,Doomben,QLD
2021-10-23,Gold Coast,Gold Coast,QLD
2021-10-23,Gympie,Gympie,QLD
2021-10-23,Moonee Valley,Moonee Valley,VIC
2021-10-23,Morphettville Parks,Morphettville,SA
2021-10-23,Toowoomba,Toowoomba,QLD
2021-10-23,Townsville,Townsville,QLD
2021-10-23,Yarra Glen,Yarra Glen,VIC
2021-10-24,Port Lincoln,Port Lincoln,SA
2021-10-24,Sale,Sale,VIC
2021-10-24,St Arnaud,St Arnaud,VIC
2021-10-24,Sunshine Coast,Sunshine Coast,QLD
2021-10-25,Benalla,Benalla,VIC
2021-10-26,Swan Hill,Swan Hill,VIC
2021-10-27,Bendigo,Bendigo,VIC
2021-10-27,Ipswich,Ipswich,QLD
2021-10-27,Murray Bridge GH,Murray Bridge GH,SA
2021-10-28,Warrnambool,Warrnambool,VIC
2021-10-29,Bordertown,Bordertown,SA
2021-10-29,Cranbourne,Cranbourne,VIC
2021-10-29,Kilcoy,Kilcoy,QLD
2021-10-29,Kilmore,Kilmore,VIC
2021-10-30,Beaudesert,Beaudesert,QLD
2021-10-30,Dalby,Dalby,QLD
2021-10-30,Eagle Farm,Eagle Farm,QLD
2021-10-30,Flemington,Flemington,VIC
2021-10-30,Gold Coast,Gold Coast,QLD
2021-10-30,Morphettville,Morphettville,SA
2021-10-30,Traralgon,Traralgon,VIC
2021-10-30,Wycheproof,Wycheproof,VIC
2021-10-31,Cairns,Cairns,QLD
2021-10-31,Mornington,Mornington,VIC
2021-10-31,Mortlake,Mortlake,VIC
2021-11-01,Bairnsdale,Bairnsdale,VIC
2021-11-01,Ballarat,Ballarat,VIC
2021-11-02,Bundaberg,Bundaberg,QLD
2021-11-02,Eagle Farm,Eagle Farm,QLD
2021-11-02,Echuca,Echuca,VIC
2021-11-02,Flemington,Flemington,VIC
2021-11-02,Gold Coast,Gold Coast,QLD
2021-11-02,Morphettville,Morphettville,SA
2021-11-03,Kyneton,Kyneton,VIC
2021-11-03,Port Lincoln,Port Lincoln,SA
2021-11-04,Flemington,Flemington,VIC
2021-11-04,Gawler,Gawler,SA
2021-11-04,Ipswich,Ipswich,QLD
2021-11-04,Wangaratta,Wangaratta,VIC
2021-11-05,Pakenham,Pakenham,VIC
2021-11-05,Sunshine Coast,Sunshine Coast,QLD
2021-11-05,Warrnambool,Warrnambool,VIC
2021-11-06,Balnarring,Balnarring,VIC
2021-11-06,Eagle Farm,Eagle Farm,QLD
2021-11-06,Flemington,Flemington,VIC
2021-11-06,Geelong,Geelong,VIC
2021-11-06,Gold Coast,Gold Coast,QLD
2021-11-06,Moranbah,Moranbah,QLD
2021-11-06,Morphettville Parks,Morphettville,SA
2021-11-07,Ararat,Ararat,VIC
2021-11-07,Benalla,Benalla,VIC
2021-11-07,Penola,Penola,SA
2021-11-07,Sunshine Coast,Sunshine Coast,QLD
2021-11-08,Moe,Moe,VIC
2021-11-09,Hamilton,Hamilton,VIC
2021-11-09,Townsville,Townsville,QLD
2021-11-10,Bendigo,Bendigo,VIC
2021-11-10,Ipswich,Ipswich,QLD
2021-11-10,Murray Bridge GH,Murray Bridge GH,SA
2021-11-11,Mackay,Mackay,QLD
2021-11-12,Kyneton,Kyneton,VIC
2021-11-12,Moonee Valley,Moonee Valley,VIC
2021-11-12,Port Lincoln,Port Lincoln,SA
2021-11-12,Sunshine Coast,Sunshine Coast,QLD
2021-11-13,Cranbourne,Cranbourne,VIC
2021-11-13,Doomben,Doomben,QLD
2021-11-13,Dunkeld,Dunkeld,VIC
2021-11-13,Gold Coast,Gold Coast,QLD
2021-11-13,Morphettville Parks,Morphettville,SA
2021-11-13,Toowoomba,Toowoomba,QLD
2021-11-14,Cairns,Cairns,QLD
2021-11-14,Donald,Donald,VIC
2021-11-14,Geelong,Geelong,VIC
2021-11-14,Mt Perry,Mt Perry,QLD
2021-11-16,Wangaratta,Wangaratta,VIC
2021-11-17,Doomben,Doomben,QLD
2021-11-17,Sandown-Lakeside,Sandown,VIC
2021-11-17,Strathalbyn,Strathalbyn,SA
2021-11-18,Mornington,Mornington,VIC
2021-11-19,Ipswich,Ipswich,QLD
2021-11-19,Moonee Valley,Moonee Valley,VIC
2021-11-19,Naracoorte,Naracoorte,SA
2021-11-20,Ballarat,Ballarat,VIC
2021-11-20,Gold Coast,Gold Coast,QLD
2021-11-20,Gympie,Gympie,QLD
2021-11-20,Morphettville Parks,Morphettville,SA
2021-11-20,Penshurst,Penshurst,VIC
2021-11-20,Roma,Roma,QLD
2021-11-20,Sunshine Coast,Sunshine Coast,QLD
2021-11-20,Tatura,Tatura,VIC
2021-11-20,Toowoomba,Toowoomba,QLD
2021-11-21,Clare,Clare,SA
2021-11-21,Kilmore,Kilmore,VIC
2021-11-21,Townsville,Townsville,QLD
2021-11-22,Hamilton,Hamilton,VIC
2021-11-23,Cairns,Cairns,QLD
2021-11-23,Geelong,Geelong,VIC
2021-11-24,Balaklava,Balaklava,SA
2021-11-24,Sandown-Lakeside,Sandown,VIC
2021-11-25,Bendigo,Bendigo,VIC
2021-11-25,Pakenham,Pakenham,VIC
2021-11-26,Moonee Valley,Moonee Valley,VIC
2021-11-26,Port Lincoln,Port Lincoln,SA
2021-11-26,Sunshine Coast Poly,Sunshine Coast,QLD
2021-11-26,Wodonga,Wodonga,VIC
2021-11-27,Barcaldine,Barcaldine,QLD
2021-11-27,Caulfield,Caulfield,VIC
2021-11-27,Ipswich,Ipswich,QLD
2021-11-27,Kilcoy,Kilcoy,QLD
2021-11-27,Morphettville,Morphettville,SA
2021-11-27,Toowoomba,Toowoomba,QLD
2021-11-27,Woolamai,Woolamai,VIC
2021-11-27,Yarra Glen,Yarra Glen,VIC
2021-11-28,Strathalbyn,Strathalbyn,SA
2021-11-28,Sunshine Coast,Sunshine Coast,QLD
2021-11-28,Traralgon,Traralgon,VIC
2021-11-28,Warrnambool,Warrnambool,VIC
2021-11-29,Kyneton,Kyneton,VIC
2021-11-30,Ararat,Ararat,VIC
2021-12-01,Gawler,Gawler,SA
2021-12-01,Geelong,Geelong,VIC
2021-12-01,Sunshine Coast Poly,Sunshine Coast,QLD
2021-12-02,Townsville,Townsville,QLD
2021-12-02,Wangaratta,Wangaratta,VIC
2021-12-03,Ipswich,Ipswich,QLD
2021-12-03,Moonee Valley,Moonee Valley,VIC
2021-12-03,Mornington,Mornington,VIC
2021-12-03,Penola,Penola,SA
2021-12-03,Sunshine Coast,Sunshine Coast,QLD
2021-12-04,Bowen,Bowen,QLD
2021-12-04,Doomben,Doomben,QLD
2021-12-04,Morphettville Parks,Morphettville,SA
2021-12-04,Pakenham,Pakenham,VIC
2021-12-04,Stawell,Stawell,VIC
2021-12-04,Toowoomba,Toowoomba,QLD
2021-12-05,Bairnsdale,Bairnsdale,VIC
2021-12-05,Murray Bridge GH,Murray Bridge GH,SA
2021-12-05,Sunshine Coast,Sunshine Coast,QLD
2021-12-05,Werribee,Werribee,VIC
2021-12-07,Cairns,Cairns,QLD
2021-12-07,Hamilton,Hamilton,VIC
2021-12-08,Balaklava,Balaklava,SA
2021-12-08,Sandown-Hillside,Sandown,VIC
2021-12-09,Mackay,Mackay,QLD
2021-12-09,Warrnambool,Warrnambool,VIC
2021-12-10,Cranbourne,Cranbourne,VIC
2021-12-10,Doomben,Doomben,QLD
2021-12-10,Geelong,Geelong,VIC
2021-12-10,Moonee Valley,Moonee Valley,VIC
2021-12-11,Bundaberg,Bundaberg,QLD
2021-12-11,Eagle Farm,Eagle Farm,QLD
2021-12-11,Flemington,Flemington,VIC
2021-12-11,Gold Coast,Gold Coast,QLD
2021-12-11,Healesville,Healesville,VIC
2021-12-11,Morphettville,Morphettville,SA
2021-12-11,Toowoomba,Toowoomba,QLD
2021-12-11,Townsville,Townsville,QLD
2021-12-12,Bendigo,Bendigo,VIC
2021-12-12,Bordertown,Bordertown,SA
2021-12-13,Rockhampton,Rockhampton,QLD
2021-12-14,Kilcoy,Kilcoy,QLD
2021-12-14,Mornington,Mornington,VIC
2021-12-15,Ipswich,Ipswich,QLD
2021-12-15,Sandown-Hillside,Sandown,VIC
2021-12-16,Dalby,Dalby,QLD
2021-12-16,Kyneton,Kyneton,VIC
2021-12-17,Moe,Moe,VIC
2021-12-17,Moonee Valley,Moonee Valley,VIC
2021-12-17,Morphettville,Morphettville,SA
2021-12-17,Sunshine Coast,Sunshine Coast,QLD
2021-12-17,Yarra Glen,Yarra Glen,VIC
2021-12-18,Benalla,Benalla,VIC
2021-12-18,Colac,Colac,VIC
2021-12-18,Eagle Farm,Eagle Farm,QLD
2021-12-18,Flemington,Flemington,VIC
2021-12-18,Gawler,Gawler,SA
2021-12-18,Gold Coast,Gold Coast,QLD
2021-12-18,Mackay,Mackay,QLD
2021-12-18,Toowoomba,Toowoomba,QLD
2021-12-19,Horsham,Horsham,VIC
2021-12-19,Sale,Sale,VIC
2021-12-19,Sunshine Coast,Sunshine Coast,QLD
2021-12-20,Terang,Terang,VIC
2021-12-21,Geelong,Geelong,VIC
2021-12-21,Townsville,Townsville,QLD
2021-12-22,Oakbank,Oakbank,SA
2021-12-22,Sandown-Hillside,Sandown,VIC
2021-12-23,Toowoomba,Toowoomba,QLD
2021-12-23,Wangaratta,Wangaratta,VIC
2021-12-24,Ipswich,Ipswich,QLD
2021-12-26,Caulfield,Caulfield,VIC
2021-12-26,Doomben,Doomben,QLD
2021-12-26,Geelong,Geelong,VIC
2021-12-26,Gold Coast,Gold Coast,QLD
2021-12-26,Kerang,Kerang,VIC
2021-12-26,Morphettville,Morphettville,SA
2021-12-26,Nhill,Nhill,VIC
2021-12-27,Naracoorte,Naracoorte,SA
2021-12-27,Stony Creek,Stony Creek,VIC
2021-12-27,Sunshine Coast,Sunshine Coast,QLD
2021-12-28,Townsville,Townsville,QLD
2021-12-28,Warwick,Warwick,QLD
2021-12-28,Yarra Glen,Yarra Glen,VIC
2021-12-29,Ipswich,Ipswich,QLD
2021-12-29,Strathalbyn,Strathalbyn,SA
2021-12-30,Werribee,Werribee,VIC
2021-12-31,Echuca,Echuca,VIC
2021-12-31,Ipswich,Ipswich,QLD
2021-12-31,Moonee Valley,Moonee Valley,VIC
2021-12-31,Port Lincoln,Port Lincoln,SA
2021-12-31,Warrnambool,Warrnambool,VIC
2022-01-01,Burrumbeet,Burrumbeet,VIC
2022-01-01,Doomben,Doomben,QLD
2022-01-01,Flemington,Flemington,VIC
2022-01-01,Hanging Rock,Hanging Rock,VIC
2022-01-01,Mornington,Mornington,VIC
2022-01-01,Murray Bridge GH,Murray Bridge GH,SA
2022-01-01,Taroom,Taroom,QLD
2022-01-01,Toowoomba,Toowoomba,QLD
2022-01-02,Cranbourne,Cranbourne,VIC
2022-01-02,Sunshine Coast,Sunshine Coast,QLD
2022-01-02,Terang,Terang,VIC
2022-01-03,Sandown-Hillside,Sandown,VIC
2022-01-04,Stony Creek,Stony Creek,VIC
2022-01-05,Bordertown,Bordertown,SA
2022-01-05,Doomben,Doomben,QLD
2022-01-05,Sandown-Hillside,Sandown,VIC
2022-01-06,Cairns,Cairns,QLD
2022-01-06,Geelong,Geelong,VIC
2022-01-07,Cranbourne,Cranbourne,VIC
2022-01-07,Stawell,Stawell,VIC
2022-01-07,Sunshine Coast,Sunshine Coast,QLD
2022-01-07,Sunshine Coast Poly,Sunshine Coast,QLD
2022-01-08,Caulfield,Caulfield,VIC
2022-01-08,Gawler,Gawler,SA
2022-01-08,Gold Coast,Gold Coast,QLD
2022-01-08,Ipswich,Ipswich,QLD
2022-01-08,Townsville,Townsville,QLD
2022-01-09,Mornington,Mornington,VIC
2022-01-09,Port Lincoln,Port Lincoln,SA
2022-01-09,Sunshine Coast,Sunshine Coast,QLD
2022-01-09,Warrnambool,Warrnambool,VIC
2022-01-11,Kilmore,Kilmore,VIC
2022-01-12,Caulfield,Caulfield,VIC
2022-01-12,Doomben,Doomben,QLD
2022-01-12,Oakbank,Oakbank,SA
2022-01-13,Ararat,Ararat,VIC
2022-01-13,Kilcoy,Kilcoy,QLD
2022-01-13,Pakenham,Pakenham,VIC
2022-01-13,Penola,Penola,SA
2022-01-14,Cranbourne,Cranbourne,VIC
2022-01-14,Geelong,Geelong,VIC
2022-01-14,Townsville,Townsville,QLD
2022-01-15,Doomben,Doomben,QLD
2022-01-15,Flemington,Flemington,VIC
2022-01-15,Gold Coast,Gold Coast,QLD
2022-01-15,Murray Bridge GH,Murray Bridge GH,SA
2022-01-15,Thangool,Thangool,QLD
2022-01-15,Warwick,Warwick,QLD
2022-01-16,Benalla,Benalla,VIC
2022-01-16,Strathalbyn,Strathalbyn,SA
2022-01-16,Sunshine Coast,Sunshine Coast,QLD
2022-01-16,Yarra Glen,Yarra Glen,VIC
2022-01-18,Moe,Moe,VIC
2022-01-19,Ipswich,Ipswich,QLD
2022-01-19,Oakbank,Oakbank,SA
2022-01-19,Sandown-Lakeside,Sandown,VIC
2022-01-20,Pakenham,Pakenham,VIC
2022-01-20,Warrnambool,Warrnambool,VIC
2022-01-21,Dalby,Dalby,QLD
2022-01-21,Flemington,Flemington,VIC
2022-01-21,Port Lincoln,Port Lincoln,SA
2022-01-21,Sunshine Coast,Sunshine Coast,QLD
2022-01-21,Sunshine Coast Poly,Sunshine Coast,QLD
2022-01-22,Gawler,Gawler,SA
2022-01-22,Moonee Valley,Moonee Valley,VIC
2022-01-22,Townsville,Townsville,QLD
2022-01-22,Yarra Glen,Yarra Glen,VIC
2022-01-22,Yea,Yea,VIC
2022-01-23,Geelong,Geelong,VIC
2022-01-23,Penola,Penola,SA
2022-01-23,Sunshine Coast,Sunshine Coast,QLD
2022-01-26,Caulfield,Caulfield,VIC
2022-01-26,Hanging Rock,Hanging Rock,VIC
2022-01-26,Ipswich,Ipswich,QLD
2022-01-26,Murray Bridge GH,Murray Bridge GH,SA
2022-01-27,Pakenham,Pakenham,VIC
2022-01-28,Hamilton,Hamilton,VIC
2022-01-29,Bundaberg,Bundaberg,QLD
2022-01-29,Ipswich,Ipswich,QLD
2022-01-29,Moonee Valley,Moonee Valley,VIC
2022-01-29,Mornington,Mornington,VIC
2022-01-29,Morphettville,Morphettville,SA
2022-01-29,Sunshine Coast,Sunshine Coast,QLD
2022-01-29,Toowoomba,Toowoomba,QLD
2022-01-30,Donald,Donald,VIC
2022-01-30,Strathalbyn,Strathalbyn,SA
2022-01-31,Sale,Sale,VIC
2022-02-01,Bowen,Bowen,QLD
2022-02-01,Stony Creek,Stony Creek,VIC
2022-02-02,Murray Bridge GH,Murray Bridge GH,SA
2022-02-02,Sandown-Lakeside,Sandown,VIC
2022-02-03,Pakenham,Pakenham,VIC
2022-02-03,Warrnambool,Warrnambool,VIC
2022-02-04,Cairns,Cairns,QLD
2022-02-04,Moonee Valley,Moonee Valley,VIC
2022-02-04,Port Lincoln,Port Lincoln,SA
2022-02-04,Sunshine Coast,Sunshine Coast,QLD
2022-02-04,Sunshine Coast Poly,Sunshine Coast,QLD
2022-02-04,Werribee,Werribee,VIC
2022-02-05,Caulfield,Caulfield,VIC
2022-02-05,Dalby,Dalby,QLD
2022-02-05,Doomben,Doomben,QLD
2022-02-05,Gold Coast,Gold Coast,QLD
2022-02-05,Kyneton,Kyneton,VIC
2022-02-05,Morphettville Parks,Morphettville,SA
2022-02-05,Toowoomba,Toowoomba,QLD
2022-02-06,Ararat,Ararat,VIC
2022-02-06,Bendigo,Bendigo,VIC
2022-02-06,Naracoorte,Naracoorte,SA
2022-02-06,Sunshine Coast,Sunshine Coast,QLD
2022-02-07,Benalla,Benalla,VIC
2022-02-07,Warwick,Warwick,QLD
2022-02-08,Ballarat,Ballarat,VIC
2022-02-09,Gawler,Gawler,SA
2022-02-09,Sandown-Hillside,Sandown,VIC
2022-02-10,Gatton,Gatton,QLD
2022-02-10,Kilmore,Kilmore,VIC
2022-02-10,Pakenham,Pakenham,VIC
2022-02-11,Colac,Colac,VIC
2022-02-11,Moonee Valley,Moonee Valley,VIC
2022-02-11,Rockhampton,Rockhampton,QLD
2022-02-12,Buchan,Buchan,VIC
2022-02-12,Caulfield,Caulfield,VIC
2022-02-12,Doomben,Doomben,QLD
2022-02-12,Gold Coast,Gold Coast,QLD
2022-02-12,Morphettville,Morphettville,SA
2022-02-12,Townsville,Townsville,QLD
2022-02-12,Yarra Glen,Yarra Glen,VIC
2022-02-13,Balaklava,Balaklava,SA
2022-02-13,Sale,Sale,VIC
2022-02-13,Sunshine Coast,Sunshine Coast,QLD
2022-02-13,Werribee,Werribee,VIC
2022-02-14,Stony Creek,Stony Creek,VIC
2022-02-15,Mackay,Mackay,QLD
2022-02-15,Swan Hill,Swan Hill,VIC
2022-02-16,Doomben,Doomben,QLD
2022-02-16,Sandown-Hillside,Sandown,VIC
2022-02-16,Strathalbyn,Strathalbyn,SA
2022-02-17,Ipswich,Ipswich,QLD
2022-02-17,Kingscote,Kingscote,SA
2022-02-17,Pakenham,Pakenham,VIC
2022-02-17,Warrnambool,Warrnambool,VIC
2022-02-18,Cairns,Cairns,QLD
2022-02-18,Moonee Valley,Moonee Valley,VIC
2022-02-18,Sunshine Coast,Sunshine Coast,QLD
2022-02-18,Sunshine Coast Poly,Sunshine Coast,QLD
2022-02-19,Bendigo,Bendigo,VIC
2022-02-19,Flemington,Flemington,VIC
2022-02-19,Gold Coast,Gold Coast,QLD
2022-02-19,Kingscote,Kingscote,SA
2022-02-19,Morphettville Parks,Morphettville,SA
2022-02-19,Sunshine Coast,Sunshine Coast,QLD
2022-02-19,Toowoomba,Toowoomba,QLD
2022-02-20,Ballarat,Ballarat,VIC
2022-02-20,Ipswich,Ipswich,QLD
2022-02-20,Moe,Moe,VIC
2022-02-20,Port Lincoln,Port Lincoln,SA
2022-02-21,Terang,Terang,VIC
2022-02-22,Stawell,Stawell,VIC
2022-02-22,Townsville,Townsville,QLD
2022-02-23,Mt Gambier,Mt Gambier,SA
2022-02-23,Sandown-Hillside,Sandown,VIC
2022-02-24,Kilmore,Kilmore,VIC
2022-02-24,Pakenham,Pakenham,VIC
2022-02-25,Moonee Valley,Moonee Valley,VIC
2022-02-25,Rockhampton,Rockhampton,QLD
2022-02-25,Sale,Sale,VIC
2022-02-26,Caulfield,Caulfield,VIC
